filename,width,height,class,xmin,ymin,xmax,ymax,split,augmented
PLACA_000074_aug_02_0073.jpg,4000,3000,license_plate,2037,1169,2565,1503,train,True
PLACA_000366_aug_00_0365.jpg,2592,1944,license_plate,809,758,1383,1153,train,True
PLACA_000392_aug_00_0391.jpg,500,375,license_plate,87,62,270,201,train,True
PLACA_000897_aug_00_0896.jpg,3840,2160,license_plate,0,1461,0,1621,train,True
PLACA_000431_aug_00_0430.jpg,3072,2304,license_plate,374,707,2592,2175,train,True
PLACA_001097_aug_02_1096.jpg,4000,3000,license_plate,2234,938,2737,1236,train,True
PLACA_000917_aug_01_0916.jpg,4000,3000,license_plate,1421,1566,2037,1863,train,True
PLACA_000179.jpg,500,373,license_plate,173,151,342,245,train,False
PLACA_001104_aug_02_1103.jpg,4000,3000,license_plate,1443,884,2480,1434,train,True
PLACA_000823_aug_01_0822.jpg,500,375,license_plate,125,160,257,240,train,True
PLACA_000338_aug_01_0337.jpg,500,375,license_plate,23,0,399,230,train,True
PLACA_000856_aug_01_0855.jpg,3024,4032,license_plate,1246,2473,1693,2750,train,True
PLACA_000113_aug_00_0112.jpg,3840,2160,license_plate,2840,1300,3037,1436,train,True
PLACA_000436_aug_02_0435.jpg,3024,4032,license_plate,1392,2009,1974,2283,train,True
PLACA_000504_aug_02_0503.jpg,3264,2448,license_plate,0,526,2064,1494,train,True
PLACA_000240_aug_01_0239.jpg,416,416,license_plate,234,158,283,195,train,True
PLACA_000721_aug_00_0720.jpg,2816,2112,license_plate,889,615,1794,1082,train,True
PLACA_000164_aug_01_0163.jpg,500,375,license_plate,113,149,317,273,train,True
PLACA_000318_aug_01_0317.jpg,3840,2160,license_plate,1739,1154,1790,1184,train,True
PLACA_000570_aug_02_0569.jpg,416,416,license_plate,220,264,306,328,train,True
PLACA_000542.jpg,4000,3000,license_plate,1569,1066,2209,1348,train,False
PLACA_000901.jpg,4000,3000,license_plate,1650,1248,2444,1551,train,False
PLACA_000103_aug_02_0102.jpg,4000,3000,license_plate,1343,1987,2263,2402,train,True
PLACA_000370.jpg,500,375,license_plate,89,85,299,235,train,False
PLACA_000431.jpg,3072,2304,license_plate,617,803,2328,1661,train,False
PLACA_000815_aug_00_0814.jpg,4000,3000,license_plate,2106,995,2649,1321,train,True
PLACA_000407_aug_02_0406.jpg,416,416,license_plate,156,172,230,214,train,True
PLACA_000858_aug_01_0857.jpg,416,416,license_plate,127,204,243,288,train,True
PLACA_001021.jpg,4000,3000,license_plate,1609,2107,2319,2410,train,False
PLACA_001012_aug_02_1011.jpg,416,416,license_plate,118,180,196,236,train,True
PLACA_000108_aug_01_0107.jpg,416,416,license_plate,191,220,354,327,train,True
PLACA_000575_aug_02_0574.jpg,500,375,license_plate,157,73,368,188,train,True
PLACA_000318.jpg,3840,2160,license_plate,1666,1191,1730,1227,train,False
PLACA_000977_aug_00_0976.jpg,3024,4032,license_plate,968,1903,1646,2346,train,True
PLACA_000295.jpg,500,375,license_plate,42,106,448,270,train,False
PLACA_000611_aug_00_0610.jpg,3840,2160,license_plate,2759,817,2989,968,train,True
PLACA_000324_aug_02_0323.jpg,2592,1944,license_plate,317,181,2122,1364,train,True
PLACA_000026_aug_01_0025.jpg,3024,4032,license_plate,1242,1901,1548,2059,train,True
PLACA_000306.jpg,500,375,license_plate,117,174,250,276,train,False
PLACA_000393_aug_00_0392.jpg,2816,2112,license_plate,889,928,1770,1405,train,True
PLACA_000360.jpg,416,416,license_plate,180,199,253,244,train,False
PLACA_000924_aug_01_0923.jpg,3024,4032,license_plate,1794,2487,2275,2729,train,True
PLACA_000841_aug_01_0840.jpg,3840,2160,license_plate,3009,729,3184,830,train,True
PLACA_000816.jpg,4000,3000,license_plate,1503,1154,2178,1463,train,False
PLACA_000426_aug_02_0425.jpg,4000,3000,license_plate,2507,1842,2978,2164,train,True
PLACA_001103_aug_01_1102.jpg,3264,2448,license_plate,253,185,3055,1945,train,True
PLACA_001029.jpg,3024,4032,license_plate,1294,2151,1880,2457,train,False
PLACA_000838_aug_01_0837.jpg,4000,3000,license_plate,2316,1573,3057,2036,train,True
PLACA_000667_aug_01_0666.jpg,2816,2112,license_plate,855,675,1927,1311,train,True
PLACA_000406.jpg,416,416,license_plate,177,157,253,207,train,False
PLACA_000909_aug_00_0908.jpg,500,375,license_plate,96,113,377,290,train,True
PLACA_000267.jpg,500,375,license_plate,15,60,423,298,train,False
PLACA_000878_aug_02_0877.jpg,4000,3000,license_plate,858,1464,1799,2066,train,True
PLACA_000205_aug_01_0204.jpg,500,375,license_plate,10,45,482,268,train,True
PLACA_000644.jpg,1016,758,license_plate,353,300,692,500,train,False
PLACA_000614_aug_00_0613.jpg,500,375,license_plate,36,66,445,303,train,True
PLACA_000205.jpg,500,375,license_plate,50,103,426,271,train,False
PLACA_000873_aug_01_0872.jpg,3024,4032,license_plate,1188,2313,1816,2703,train,True
PLACA_000096_aug_00_0095.jpg,4000,3000,license_plate,2116,1835,2846,2293,train,True
PLACA_000405_aug_01_0404.jpg,1024,768,license_plate,195,169,694,425,train,True
PLACA_000976_aug_01_0975.jpg,3024,4032,license_plate,1302,2446,1851,2739,train,True
PLACA_000412_aug_02_0411.jpg,500,375,license_plate,3,62,395,289,train,True
PLACA_000539_aug_01_0538.jpg,4000,3000,license_plate,1760,1554,2237,1855,train,True
PLACA_000419.jpg,500,375,license_plate,119,62,411,188,train,False
PLACA_000217.jpg,416,416,license_plate,175,177,244,219,train,False
PLACA_000474_aug_01_0473.jpg,416,416,license_plate,160,108,239,161,train,True
PLACA_001049_aug_01_1048.jpg,500,375,license_plate,137,121,344,249,train,True
PLACA_000139_aug_01_0138.jpg,4000,3000,license_plate,1472,1786,2311,2240,train,True
PLACA_000290_aug_02_0289.jpg,3472,2604,license_plate,1090,1595,2236,2378,train,True
PLACA_000304_aug_00_0303.jpg,3840,2160,license_plate,1537,869,1677,949,train,True
PLACA_000776_aug_02_0775.jpg,4000,3000,license_plate,1677,1771,2228,2097,train,True
PLACA_000413_aug_01_0412.jpg,500,375,license_plate,85,82,324,231,train,True
PLACA_001069_aug_02_1068.jpg,4000,3000,license_plate,2206,1459,3103,1958,train,True
PLACA_000355_aug_02_0354.jpg,3024,4032,license_plate,1500,2550,2046,2885,train,True
PLACA_000962.jpg,500,375,license_plate,123,130,337,263,train,False
PLACA_000188.jpg,416,416,license_plate,209,163,266,203,train,False
PLACA_000634_aug_01_0633.jpg,500,375,license_plate,113,139,334,249,train,True
PLACA_000217_aug_01_0216.jpg,416,416,license_plate,104,162,188,224,train,True
PLACA_000189.jpg,500,375,license_plate,66,111,427,283,train,False
PLACA_001053_aug_01_1052.jpg,500,375,license_plate,16,13,393,234,train,True
PLACA_000796_aug_00_0795.jpg,500,375,license_plate,0,23,366,300,train,True
PLACA_000451_aug_02_0450.jpg,500,375,license_plate,91,136,411,279,train,True
PLACA_000469_aug_00_0468.jpg,3264,2448,license_plate,781,499,3264,2271,train,True
PLACA_000183_aug_00_0182.jpg,500,375,license_plate,125,125,340,244,train,True
PLACA_000537_aug_01_0536.jpg,4000,3000,license_plate,508,1489,1564,2102,train,True
PLACA_000670_aug_01_0669.jpg,416,416,license_plate,226,162,288,206,train,True
PLACA_000515_aug_00_0514.jpg,4000,3000,license_plate,1893,964,2820,1598,train,True
PLACA_000483_aug_00_0482.jpg,4000,3000,license_plate,1500,1584,2152,1946,train,True
PLACA_000278_aug_01_0277.jpg,416,416,license_plate,188,316,275,381,train,True
PLACA_000825_aug_00_0824.jpg,558,640,license_plate,98,23,558,371,train,True
PLACA_000087_aug_01_0086.jpg,4000,3000,license_plate,2303,1164,2817,1516,train,True
PLACA_000359.jpg,416,416,license_plate,162,200,218,241,train,False
PLACA_000966.jpg,3024,4032,license_plate,1286,2702,1830,2976,train,False
PLACA_001034_aug_00_1033.jpg,3024,4032,license_plate,1551,2527,2020,2759,train,True
PLACA_000145_aug_01_0144.jpg,2816,2112,license_plate,686,809,1696,1244,train,True
PLACA_000985_aug_00_0984.jpg,3024,4032,license_plate,774,2143,1318,2462,train,True
PLACA_000845_aug_02_0844.jpg,2592,1944,license_plate,1642,960,2344,1408,train,True
PLACA_000506_aug_01_0505.jpg,500,375,license_plate,82,100,226,192,train,True
PLACA_000544.jpg,400,300,license_plate,29,82,398,222,train,False
PLACA_000507.jpg,3024,4032,license_plate,1240,2243,1648,2439,train,False
PLACA_000045_aug_01_0044.jpg,2592,1944,license_plate,9,143,1961,1374,train,True
PLACA_000957_aug_02_0956.jpg,1280,722,license_plate,846,229,993,336,train,True
PLACA_000822_aug_00_0821.jpg,4000,3000,license_plate,1451,1825,2321,2351,train,True
PLACA_001062_aug_00_1061.jpg,3024,4032,license_plate,1164,2627,1698,2929,train,True
PLACA_001039_aug_00_1038.jpg,2592,1944,license_plate,387,140,1784,842,train,True
PLACA_000152.jpg,500,375,license_plate,144,107,334,233,train,False
PLACA_000453.jpg,3024,4032,license_plate,1249,2677,1759,2916,train,False
PLACA_000007_aug_00_0006.jpg,4000,3000,license_plate,1988,1302,2785,1834,train,True
PLACA_000165_aug_01_0164.jpg,500,375,license_plate,107,76,369,226,train,True
PLACA_000709_aug_00_0708.jpg,3840,2160,license_plate,460,1197,780,1451,train,True
PLACA_001098_aug_00_1097.jpg,2592,1944,license_plate,734,373,1515,823,train,True
PLACA_000044_aug_00_0043.jpg,1600,1200,license_plate,626,314,1005,559,train,True
PLACA_000918.jpg,4000,3000,license_plate,2031,1541,2722,1891,train,False
PLACA_000083_aug_02_0082.jpg,4000,3000,license_plate,1952,1064,2381,1299,train,True
PLACA_000086_aug_01_0085.jpg,4000,3000,license_plate,1491,782,2342,1384,train,True
PLACA_000868_aug_02_0867.jpg,2592,1944,license_plate,304,618,952,1128,train,True
PLACA_000273.jpg,500,375,license_plate,131,168,326,267,train,False
PLACA_000120_aug_02_0119.jpg,4000,3000,license_plate,1357,1113,2260,1629,train,True
PLACA_000182_aug_02_0181.jpg,500,375,license_plate,155,126,345,258,train,True
PLACA_001062_aug_01_1061.jpg,3024,4032,license_plate,1177,2763,1632,3042,train,True
PLACA_000245.jpg,416,416,license_plate,193,125,255,171,train,False
PLACA_001022_aug_01_1021.jpg,3840,2160,license_plate,706,1453,1031,1648,train,True
PLACA_000940.jpg,2592,1944,license_plate,725,603,2073,1278,train,False
PLACA_000675_aug_02_0674.jpg,641,436,license_plate,219,145,486,303,train,True
PLACA_000968_aug_01_0967.jpg,3264,2448,license_plate,663,598,3024,1872,train,True
PLACA_000825.jpg,558,640,license_plate,53,165,501,367,train,False
PLACA_000929_aug_00_0928.jpg,2592,1944,license_plate,545,783,2004,1542,train,True
PLACA_000958_aug_00_0957.jpg,500,375,license_plate,202,80,297,137,train,True
PLACA_000371_aug_01_0370.jpg,3840,2160,license_plate,1698,1378,1733,1402,train,True
PLACA_000426_aug_01_0425.jpg,4000,3000,license_plate,2269,2018,3035,2549,train,True
PLACA_000376_aug_00_0375.jpg,2816,2112,license_plate,538,522,1454,979,train,True
PLACA_000710.jpg,416,416,license_plate,163,145,268,221,train,False
PLACA_000930.jpg,2592,1944,license_plate,253,373,2183,1408,train,False
PLACA_000891.jpg,4000,3000,license_plate,1975,1207,2772,1573,train,False
PLACA_000939_aug_00_0938.jpg,500,375,license_plate,179,112,307,184,train,True
PLACA_000320_aug_01_0319.jpg,3840,2160,license_plate,2307,681,2594,871,train,True
PLACA_001028.jpg,2592,1944,license_plate,602,655,1613,1110,train,False
PLACA_000771_aug_01_0770.jpg,4000,3000,license_plate,1588,1543,2260,1911,train,True
PLACA_000558_aug_00_0557.jpg,399,300,license_plate,28,142,391,300,train,True
PLACA_000017_aug_02_0016.jpg,3264,2448,license_plate,231,672,2595,2421,train,True
PLACA_000350_aug_00_0349.jpg,3840,2160,license_plate,839,959,986,1057,train,True
PLACA_000056_aug_00_0055.jpg,4000,3000,license_plate,974,1545,2074,2028,train,True
PLACA_000843.jpg,500,375,license_plate,122,134,299,209,train,False
PLACA_000377_aug_00_0376.jpg,2048,1536,license_plate,664,511,1711,1455,train,True
PLACA_000934_aug_00_0933.jpg,4000,3000,license_plate,1770,1990,2495,2423,train,True
PLACA_000398_aug_00_0397.jpg,500,375,license_plate,50,27,416,225,train,True
PLACA_000023.jpg,4000,3000,license_plate,1938,1144,2331,1341,train,False
PLACA_000622_aug_01_0621.jpg,2126,1594,license_plate,884,708,1551,1100,train,True
PLACA_000559.jpg,416,416,license_plate,148,177,229,227,train,False
PLACA_000851_aug_02_0850.jpg,4000,3000,license_plate,901,1099,2744,2185,train,True
PLACA_000696.jpg,416,416,license_plate,150,109,201,141,train,False
PLACA_000743_aug_02_0742.jpg,4000,3000,license_plate,2302,1697,3555,2277,train,True
PLACA_000610.jpg,416,416,license_plate,182,196,239,231,train,False
PLACA_000984_aug_01_0983.jpg,2592,1944,license_plate,1512,276,2592,979,train,True
PLACA_000995_aug_01_0994.jpg,4000,3000,license_plate,1875,1494,2529,1866,train,True
PLACA_000660_aug_01_0659.jpg,2816,2112,license_plate,952,559,1289,786,train,True
PLACA_000681_aug_01_0680.jpg,4000,3000,license_plate,531,1662,2098,2466,train,True
PLACA_000100_aug_00_0099.jpg,4000,3000,license_plate,2202,1036,2947,1509,train,True
PLACA_000508_aug_02_0507.jpg,4000,3000,license_plate,1246,1219,1775,1549,train,True
PLACA_000355_aug_00_0354.jpg,3024,4032,license_plate,1295,2523,1729,2787,train,True
PLACA_000572_aug_00_0571.jpg,2592,1944,license_plate,212,216,1877,1147,train,True
PLACA_000545_aug_02_0544.jpg,500,375,license_plate,179,85,384,211,train,True
PLACA_000538.jpg,4000,3000,license_plate,1853,1919,2544,2244,train,False
PLACA_000275.jpg,500,375,license_plate,74,95,403,244,train,False
PLACA_000792_aug_00_0791.jpg,4000,3000,license_plate,1585,1724,2374,2124,train,True
PLACA_001059_aug_02_1058.jpg,3024,4032,license_plate,590,2397,978,2575,train,True
PLACA_000245_aug_02_0244.jpg,416,416,license_plate,222,104,300,164,train,True
PLACA_000071_aug_02_0070.jpg,4000,3000,license_plate,1512,1394,2238,1773,train,True
PLACA_000325_aug_01_0324.jpg,3840,2160,license_plate,2922,1776,3141,1926,train,True
PLACA_000225_aug_01_0224.jpg,500,375,license_plate,90,48,470,211,train,True
PLACA_000784_aug_02_0783.jpg,3024,4032,license_plate,1597,2454,2103,2792,train,True
PLACA_000923_aug_02_0922.jpg,4000,3000,license_plate,1676,854,2274,1235,train,True
PLACA_000462.jpg,4000,3000,license_plate,803,1407,1478,1754,train,False
PLACA_000154_aug_00_0153.jpg,450,600,license_plate,43,376,371,541,train,True
PLACA_000744_aug_01_0743.jpg,3840,2160,license_plate,3374,445,3637,642,train,True
PLACA_000403_aug_02_0402.jpg,2592,1944,license_plate,818,281,1476,700,train,True
PLACA_000916_aug_02_0915.jpg,3840,2160,license_plate,482,76,526,101,train,True
PLACA_000106_aug_02_0105.jpg,3024,4032,license_plate,1245,2184,1626,2426,train,True
PLACA_000898_aug_00_0897.jpg,3024,4032,license_plate,1396,1736,1910,1989,train,True
PLACA_000539_aug_02_0538.jpg,4000,3000,license_plate,1664,1259,2255,1668,train,True
PLACA_000753_aug_01_0752.jpg,4000,3000,license_plate,1074,817,1916,1228,train,True
PLACA_000210_aug_02_0209.jpg,1000,750,license_plate,115,131,720,433,train,True
PLACA_000126.jpg,4000,3000,license_plate,731,2035,1506,2391,train,False
PLACA_000929.jpg,2592,1944,license_plate,648,943,1818,1445,train,False
PLACA_001075.jpg,4000,3000,license_plate,1409,1819,2363,2226,train,False
PLACA_000138_aug_00_0137.jpg,3264,2448,license_plate,476,476,2246,1507,train,True
PLACA_000140_aug_00_0139.jpg,416,416,license_plate,148,159,286,260,train,True
PLACA_001050.jpg,3024,4032,license_plate,1394,2240,1918,2468,train,False
PLACA_000575_aug_00_0574.jpg,500,375,license_plate,117,80,418,235,train,True
PLACA_000055_aug_01_0054.jpg,4000,3000,license_plate,1606,891,2400,1279,train,True
PLACA_000597.jpg,3264,2448,license_plate,771,319,2623,1574,train,False
PLACA_000445_aug_02_0444.jpg,4000,3000,license_plate,1954,1110,2888,1565,train,True
PLACA_000285_aug_01_0284.jpg,500,375,license_plate,230,157,327,209,train,True
PLACA_000053_aug_00_0052.jpg,4000,3000,license_plate,1616,1091,2210,1403,train,True
PLACA_000624_aug_01_0623.jpg,500,375,license_plate,38,65,248,194,train,True
PLACA_000494_aug_01_0493.jpg,3472,2604,license_plate,1082,652,1823,1297,train,True
PLACA_000503_aug_02_0502.jpg,4000,3000,license_plate,652,1040,1417,1449,train,True
PLACA_001053.jpg,500,375,license_plate,35,55,464,235,train,False
PLACA_000763.jpg,3024,4032,license_plate,1359,2268,1875,2576,train,False
PLACA_000928_aug_02_0927.jpg,416,416,license_plate,225,189,297,247,train,True
PLACA_000238.jpg,500,375,license_plate,153,189,246,242,train,False
PLACA_000396.jpg,500,375,license_plate,53,111,344,267,train,False
PLACA_000892_aug_01_0891.jpg,640,480,license_plate,242,96,397,206,train,True
PLACA_000134.jpg,4000,3000,license_plate,1591,1163,2378,1494,train,False
PLACA_000957_aug_01_0956.jpg,1280,722,license_plate,825,122,987,252,train,True
PLACA_000639_aug_01_0638.jpg,416,416,license_plate,147,181,238,239,train,True
PLACA_000487_aug_00_0486.jpg,3840,2160,license_plate,1426,1211,1707,1396,train,True
PLACA_000866_aug_01_0865.jpg,500,375,license_plate,5,17,380,261,train,True
PLACA_001007_aug_00_1006.jpg,3264,2448,license_plate,654,1295,1773,1892,train,True
PLACA_000160_aug_02_0159.jpg,555,452,license_plate,185,202,258,247,train,True
PLACA_001070_aug_00_1069.jpg,2592,1944,license_plate,216,0,1168,639,train,True
PLACA_000946.jpg,2592,1944,license_plate,1010,498,1548,768,train,False
PLACA_000001.jpg,4000,3000,license_plate,1925,1379,2628,1688,train,False
PLACA_000419_aug_02_0418.jpg,500,375,license_plate,149,26,396,171,train,True
PLACA_001086.jpg,3024,4032,license_plate,1254,2531,1757,2765,train,False
PLACA_000693_aug_01_0692.jpg,500,375,license_plate,0,0,373,308,train,True
PLACA_000842_aug_02_0841.jpg,500,375,license_plate,198,165,351,236,train,True
PLACA_000351_aug_01_0350.jpg,4000,3000,license_plate,746,734,1746,1333,train,True
PLACA_000062_aug_02_0061.jpg,4000,3000,license_plate,1658,1663,2293,1976,train,True
PLACA_000834_aug_00_0833.jpg,416,416,license_plate,206,164,264,204,train,True
PLACA_000712_aug_01_0711.jpg,3024,4032,license_plate,817,2087,1228,2317,train,True
PLACA_000870.jpg,1600,1200,license_plate,713,283,1077,467,train,False
PLACA_001054.jpg,500,375,license_plate,134,110,363,229,train,False
PLACA_000706_aug_01_0705.jpg,416,416,license_plate,142,203,228,272,train,True
PLACA_000854.jpg,2592,1944,license_plate,429,322,2241,1181,train,False
PLACA_000390_aug_01_0389.jpg,500,375,license_plate,46,59,356,265,train,True
PLACA_000608_aug_02_0607.jpg,669,419,license_plate,88,112,489,354,train,True
PLACA_000607_aug_00_0606.jpg,416,416,license_plate,194,167,265,220,train,True
PLACA_000602_aug_00_0601.jpg,500,375,license_plate,155,171,237,214,train,True
PLACA_000418_aug_01_0417.jpg,3840,2160,license_plate,3423,0,3469,0,train,True
PLACA_000435.jpg,2816,2112,license_plate,1030,779,1602,1076,train,False
PLACA_000587_aug_02_0586.jpg,2592,1944,license_plate,725,607,1808,1252,train,True
PLACA_001084_aug_01_1083.jpg,4000,3000,license_plate,2018,1114,2350,1270,train,True
PLACA_000070_aug_01_0069.jpg,4000,3000,license_plate,1744,1439,2328,1730,train,True
PLACA_000239.jpg,416,416,license_plate,204,167,285,215,train,False
PLACA_000664_aug_00_0663.jpg,3472,2604,license_plate,344,615,2332,1916,train,True
PLACA_000811_aug_00_0810.jpg,3840,2160,license_plate,838,1204,1111,1403,train,True
PLACA_000867_aug_02_0866.jpg,608,296,license_plate,56,20,535,246,train,True
PLACA_000354_aug_00_0353.jpg,500,375,license_plate,94,83,474,281,train,True
PLACA_000372_aug_00_0371.jpg,640,480,license_plate,0,0,605,383,train,True
PLACA_000903_aug_02_0902.jpg,3840,2160,license_plate,630,1403,908,1584,train,True
PLACA_000719_aug_02_0718.jpg,500,375,license_plate,12,87,401,337,train,True
PLACA_001043_aug_01_1042.jpg,4000,3000,license_plate,1409,1360,2241,1866,train,True
PLACA_000887.jpg,2592,1944,license_plate,353,250,2388,1208,train,False
PLACA_000964_aug_00_0963.jpg,2592,1944,license_plate,809,758,2185,1359,train,True
PLACA_000039_aug_02_0038.jpg,4000,3000,license_plate,1400,973,2457,1616,train,True
PLACA_000564_aug_01_0563.jpg,500,375,license_plate,20,110,356,274,train,True
PLACA_000247_aug_00_0246.jpg,500,375,license_plate,84,182,269,308,train,True
PLACA_000370_aug_02_0369.jpg,500,375,license_plate,61,103,227,240,train,True
PLACA_000661.jpg,416,416,license_plate,170,197,238,241,train,False
PLACA_001023.jpg,3264,2448,license_plate,1148,986,2039,1442,train,False
PLACA_000246_aug_00_0245.jpg,320,240,license_plate,50,58,228,167,train,True
PLACA_000926.jpg,3840,2160,license_plate,2943,1052,3106,1143,train,False
PLACA_000616.jpg,1280,960,license_plate,386,351,826,561,train,False
PLACA_000689_aug_01_0688.jpg,640,480,license_plate,0,18,640,388,train,True
PLACA_000859.jpg,2592,1944,license_plate,540,543,2215,1343,train,False
PLACA_000466_aug_00_0465.jpg,3024,4032,license_plate,872,1922,1524,2255,train,True
PLACA_000442_aug_00_0441.jpg,3024,4032,license_plate,1243,2420,1930,2807,train,True
PLACA_000429_aug_01_0428.jpg,3840,2160,license_plate,2435,864,2720,1052,train,True
PLACA_000756_aug_01_0755.jpg,3024,4032,license_plate,968,2574,1422,2846,train,True
PLACA_000349_aug_02_0348.jpg,416,416,license_plate,95,164,209,246,train,True
PLACA_000985.jpg,3024,4032,license_plate,1305,2556,1793,2806,train,False
PLACA_000176.jpg,640,480,license_plate,48,129,579,347,train,False
PLACA_000658_aug_01_0657.jpg,3840,2160,license_plate,704,1598,1049,1864,train,True
PLACA_000162.jpg,1439,956,license_plate,594,527,867,689,train,False
PLACA_000824.jpg,500,375,license_plate,85,73,352,210,train,False
PLACA_000480_aug_02_0479.jpg,4000,3000,license_plate,1261,1916,2259,2400,train,True
PLACA_000233_aug_00_0232.jpg,500,375,license_plate,156,102,432,259,train,True
PLACA_000668_aug_00_0667.jpg,500,375,license_plate,140,107,316,188,train,True
PLACA_001010.jpg,1600,1200,license_plate,608,369,981,566,train,False
PLACA_000726_aug_01_0725.jpg,4000,3000,license_plate,1641,854,2039,1061,train,True
PLACA_000062_aug_01_0061.jpg,4000,3000,license_plate,1933,1244,2614,1663,train,True
PLACA_000554_aug_00_0553.jpg,400,350,license_plate,127,167,271,248,train,True
PLACA_000231_aug_02_0230.jpg,416,416,license_plate,175,205,330,296,train,True
PLACA_001077_aug_01_1076.jpg,2592,1944,license_plate,597,381,1971,1154,train,True
PLACA_000297_aug_00_0296.jpg,376,254,license_plate,56,79,265,200,train,True
PLACA_000068.jpg,3264,2448,license_plate,574,487,2510,1544,train,False
PLACA_000168_aug_00_0167.jpg,416,416,license_plate,186,126,267,182,train,True
PLACA_000540_aug_02_0539.jpg,4000,3000,license_plate,992,774,2092,1475,train,True
PLACA_000811_aug_02_0810.jpg,3840,2160,license_plate,1256,1295,1483,1424,train,True
PLACA_000586_aug_01_0585.jpg,416,416,license_plate,157,295,243,341,train,True
PLACA_000666_aug_00_0665.jpg,2592,1944,license_plate,1033,694,1972,1254,train,True
