filename,width,height,class,xmin,ymin,xmax,ymax
41_jpg.rf.ec187409edffedc50366164e7822d097.jpg,640,640,placa,291,393,392,451
151_jpg.rf.747e122da7c7e18747114c8e8c789256.jpg,640,640,placa,262,382,376,446
2565524147_jpg.rf.45e9e067b27fc48fa384b6cd76395085.jpg,640,640,placa,164,176,519,416
100_jpg.rf.d2f56809ebb1dccd4d1bc125c48948b1.jpg,640,640,placa,267,302,396,389
2655932865_jpg.rf.0b66d97b6a8a889b782abd1aa190f0cd.jpg,640,640,placa,194,195,508,426
2657958778_b2b3a2617b_jpg.rf.9a0d23f68589f2d853093d433c75d1be.jpg,640,640,placa,44,183,604,538
5385195871_jpg.rf.cb6e68015a3853972dfc9bc96b083ac7.jpg,640,640,placa,162,267,564,461
2472282480_604ffa8bb5_o_jpg.rf.b389b7773c80fee22bd3c8802171eec7.jpg,640,640,placa,65,136,517,470
44_jpg.rf.bf270499b046eabc65decd31a1e4af03.jpg,640,640,placa,334,359,521,485
3453314139_95a622a1bb_jpg.rf.98b5e21734b65792b673098682ffd585.jpg,640,640,placa,192,195,419,387
2665554022_773655c474_jpg.rf.dbe66877c48b7afbdf95c188831d5786.jpg,640,640,placa,94,56,560,392
IMG_4429_jpg.rf.3feacc63e42edd959f2d562ae69f15f6.jpg,640,640,placa,270,323,385,374
2665555852_9bd38ea98d_jpg.rf.c0007585166b750ce315086be9793115.jpg,640,640,placa,15,62,571,459
2475504586_86a61009a4_o_jpg.rf.87dedb9fc45b2395bcd54efdf04039e6.jpg,640,640,placa,103,298,563,622
2472282480_44cde9c0d4_jpg.rf.c4186a0778bce5b908606bce194fe210.jpg,640,640,placa,77,156,494,450
IMG_4409_jpg.rf.66f6fd01dd5efbdb1957875674173d08.jpg,640,640,placa,258,361,390,414
102_jpg.rf.064666d6728573eb57c2513536cb92c2.jpg,640,640,placa,268,274,408,380
42_jpg.rf.b7a98aa317f083d0d90eb4584996687f.jpg,640,640,placa,294,393,392,453
2615336575_jpg.rf.133ad5dcd0f90f2ba2f0c10845055081.jpg,640,640,placa,221,158,453,349
99_jpg.rf.5f1095f672036234058c9cbd2f46e6a1.jpg,640,640,placa,276,296,397,382
2491637999_03ccc3ee1b_o_jpg.rf.a4dd3636e4195feb080ea035b94d37c6.jpg,640,640,placa,256,153,577,509
2665823596_47018de3b1_jpg.rf.65993b7ecd7a91020585eaf8af141951.jpg,640,640,placa,153,159,599,457
3453313939_b72b07852a_jpg.rf.7445878186a5a98e65e6fda2f87f2e39.jpg,640,640,placa,147,180,519,434
101_jpg.rf.18ee005a14d4c10c03bf700b07918175.jpg,640,640,placa,252,277,394,374
2558729399_jpg.rf.ec16bb333594e6f1ac4376580fd70987.jpg,640,640,placa,231,235,364,329
5379791652_jpg.rf.cc49b3a338a02cb23c22e8fcee2bc7f7.jpg,640,640,placa,98,134,421,335
54_jpg.rf.66a011bd0d509a46d059b2fe36e2040a.jpg,640,640,placa,223,336,449,472
IMG_20210811_060734_jpg.rf.a602f0f818b4345baae047a200a41941.jpg,640,640,placa,241,246,349,312
IMG_4442_jpg.rf.d8374f1a2ef7c4a815835bf0630e497a.jpg,640,640,placa,255,366,328,392
3454127430_90cebf3e24_jpg.rf.83281e08b90b5bab57b5ca76f37bdc01.jpg,640,640,placa,157,121,479,453
2665881082_c8db19c48b_jpg.rf.e8aa722b2b362e674d85f366cc34a475.jpg,640,640,placa,143,82,509,427
2480008468_af6ab70ee4_o_jpg.rf.55733c5470cd1694c49895c1d43d678b.jpg,640,640,placa,124,124,377,525
2559565534_jpg.rf.27d5b6abb42ee5aa110bde010294b437.jpg,640,640,placa,207,203,428,356
2665001685_d2d711fec1_jpg.rf.0a44a3e10ebdf254df0e830871463639.jpg,640,640,placa,65,74,571,420
103_jpg.rf.b0b3e972206b2ef44ba42813ac1487f7.jpg,640,640,placa,265,270,403,364
4870959866_jpg.rf.1c4958894c688346f960adf921353deb.jpg,640,640,placa,28,88,602,463
2513839705_10bd59e0cb_w_jpg.rf.9074742c7713d6251ec2609016396065.jpg,640,640,placa,61,242,548,597
2673894479_da2bc4576e_jpg.rf.765af4d0fb0ff086fa869d725a9b9c1d.jpg,640,640,placa,138,153,460,384
114_jpg.rf.0b320b8482f1496df7fa039c6f3f2d54.jpg,640,640,placa,258,287,348,354
2656754658_jpg.rf.d76b14aae5773b6dde80de24f737f273.jpg,640,640,placa,56,98,518,442
4889129917_jpg.rf.c60c08d8db68ea3d236462b7df0c1ffe.jpg,640,640,placa,245,229,382,318
2025-10-24_11-54-43_878080_jpg.rf.4ec67c23f8f14e7283d47b0673f435af.jpg,640,640,placa,286,363,323,401
2025-10-24_11-53-27_459532_jpg.rf.48c3e2e970c5bbb86383fcd8d66009fe.jpg,640,640,placa,97,57,137,97
2025-10-24_11-53-27_459532_jpg.rf.48c3e2e970c5bbb86383fcd8d66009fe.jpg,640,640,placa,310,32,337,63
2025-10-22_10-18-39_070250_jpg.rf.3f08f337f4b388529cf0fb33c71f1965.jpg,640,640,placa,381,334,437,393
2025-10-22_10-18-39_070250_jpg.rf.3f08f337f4b388529cf0fb33c71f1965.jpg,640,640,placa,250,282,280,314
2025-10-22_10-18-39_070250_jpg.rf.3f08f337f4b388529cf0fb33c71f1965.jpg,640,640,placa,198,262,216,282
3454127706_23db2b7009_jpg.rf.643bd90603dbc1e25151cdf9e97067fe.jpg,640,640,placa,140,204,521,481
2472312100_b5308da010_o_jpg.rf.06304cea0b42fd6183f8c1b52997c893.jpg,640,640,placa,4,46,562,406
IMG_4435_jpg.rf.ea3547c69a507106ba71c21d2b620d8d.jpg,640,640,placa,265,402,372,439
3454127668_4afcea6cd2_w_jpg.rf.236b16147a9f960c5c3f873925a791a3.jpg,640,640,placa,157,167,500,427
IMG_4368_jpg.rf.15a00ff35826f47ebaf0c4cd78c48164.jpg,640,640,placa,244,378,364,421
2635312486_jpg.rf.2cfdd48bdae54333e4b12d26aedb0020.jpg,640,640,placa,220,266,422,410
2657958778_jpg.rf.f357a90eb173a22a7ebae22a3cd66475.jpg,640,640,placa,26,165,616,555
2655926507_jpg.rf.828499ff2475443b37f39becf4d05951.jpg,640,640,placa,1,127,523,487
IMG_20210811_054907_jpg.rf.4deeda53213d1f06e3e85058919d633d.jpg,640,640,placa,271,292,388,377
IMG_20210811_055225_jpg.rf.9c8fe2b9685031a7dd07195ea70f124c.jpg,640,640,placa,319,314,430,391
2025-11-05_11-43-39_538383_jpg.rf.06dc77aaeb87550a7a6ca15ccb1825d0.jpg,640,640,placa,491,312,518,339
2025-11-05_11-43-39_538383_jpg.rf.06dc77aaeb87550a7a6ca15ccb1825d0.jpg,640,640,placa,29,245,39,256
2025-11-05_11-43-39_538383_jpg.rf.06dc77aaeb87550a7a6ca15ccb1825d0.jpg,640,640,placa,350,263,369,281
2025-11-05_11-43-39_538383_jpg.rf.06dc77aaeb87550a7a6ca15ccb1825d0.jpg,640,640,placa,0,265,11,282
2025-11-05_11-43-39_538383_jpg.rf.06dc77aaeb87550a7a6ca15ccb1825d0.jpg,640,640,placa,198,263,212,279
2025-11-05_11-43-39_538383_jpg.rf.06dc77aaeb87550a7a6ca15ccb1825d0.jpg,640,640,placa,172,214,179,220
93_jpg.rf.f24bf5cb653653d49301a4474880b523.jpg,640,640,placa,299,311,485,446
4870962240_jpg.rf.69ebba60710d33b295539bdbba370ea5.jpg,640,640,placa,86,145,578,465
67_jpg.rf.0749a25e6775de8963e7384a8afb1ed3.jpg,640,640,placa,265,272,401,362
IMG_20210811_055458_jpg.rf.8451402c8fc05b5a85b1969eec50904e.jpg,640,640,placa,275,243,388,327
3454127748_d4723db9a9_jpg.rf.409b5cb2a83f95b3e248277603b53917.jpg,640,640,placa,121,155,510,427
IMG_4420_jpg.rf.38a1fad52a7a857446acf827d91c0768.jpg,640,640,placa,250,317,389,380
IMG_20210811_060711_jpg.rf.9e78dae6ea7df352010c50dadc5a334f.jpg,640,640,placa,262,332,391,419
IMG_20210811_054529_jpg.rf.67f03f03fe7f59dbc77607140290263a.jpg,640,640,placa,273,287,374,364
5379187001_jpg.rf.c3b2b84b80cfb7736d31079c0292272c.jpg,640,640,placa,114,153,503,406
4870965464_jpg.rf.8ed00e59cec15450d3468775955f54df.jpg,640,640,placa,85,158,599,481
5379790666_2a6b2acb8b_o_jpg.rf.9fdfcc1cd89b06de330bca7473d16242.jpg,640,640,placa,85,197,506,443
5379788828_d4ddf95f13_o_jpg.rf.de491ba4cdb27d46ad30b8d7d69f0215.jpg,640,640,placa,58,93,582,416
2472411866_9f1527eb69_o_jpg.rf.2d9ad7dd2f31bb0399c383ec43768ff2.jpg,640,640,placa,21,69,590,448
IMG_4364_jpg.rf.5f19e33f40d9e9a86c16f677f11950fa.jpg,640,640,placa,277,332,367,368
3453314179_e7060e085c_jpg.rf.a6620efb0041bf12466e128ff14a6865.jpg,640,640,placa,175,190,485,417
4889129809_jpg.rf.3ac40209a28adf050469ab7006d91087.jpg,640,640,placa,271,212,427,308
4870952174_jpg.rf.5ab3e5ba784fc7146831108b479b9e28.jpg,640,640,placa,45,121,514,427
2510953103_773d2d1096_w_jpg.rf.6d5c6d0596575bd1ea88522447639568.jpg,640,640,placa,193,217,618,505
5379788828_jpg.rf.ff0333ebeb03235f65a421136f4e7273.jpg,640,640,placa,69,116,586,413
IMG_20210811_061312_jpg.rf.588b80ddd342ec2b794c8639b30d896b.jpg,640,640,placa,277,294,376,361
2025-10-24_11-57-12_146718_jpg.rf.8098932adab168cfc748b5a71be9f4d4.jpg,640,640,placa,265,341,325,396
2025-10-24_11-57-12_146718_jpg.rf.8098932adab168cfc748b5a71be9f4d4.jpg,640,640,placa,569,291,577,301
2025-10-24_11-57-12_146718_jpg.rf.8098932adab168cfc748b5a71be9f4d4.jpg,640,640,placa,517,284,525,295
2025-10-24_11-57-12_146718_jpg.rf.8098932adab168cfc748b5a71be9f4d4.jpg,640,640,placa,434,284,455,305
2025-10-24_11-57-12_146718_jpg.rf.8098932adab168cfc748b5a71be9f4d4.jpg,640,640,placa,478,290,492,306
IMG_4389_jpg.rf.240e60f3209e74c92fd2660eb50288bf.jpg,640,640,placa,261,289,362,336
3454127288_e5743d5d97_jpg.rf.9a1830c3251b6c04ee2d52091cb1178a.jpg,640,640,placa,123,137,520,455
3558012235_190b2b07c6_jpg.rf.6d435b5c91a18b47aaf66c29b1c82123.jpg,640,640,placa,140,186,506,446
IMG_20210811_060416_jpg.rf.5bc9ef6544542031fe6494fb2b3537b4.jpg,640,640,placa,275,283,383,348
3454127562_f2c5caacf6_jpg.rf.00defd085f6934b1eacb2abbc03be37b.jpg,640,640,placa,146,148,508,429
3730619921_cdfe10d537_jpg.rf.8bf60fe0c8395ba0554968c0f21823f7.jpg,640,640,placa,55,421,348,584
115_jpg.rf.bac2f3ebdedef09d0706488a7906c2c9.jpg,640,640,placa,249,306,342,379
IMG_20210811_055822_jpg.rf.c9cb6c8f21dd9abddc39c615ba44715f.jpg,640,640,placa,333,235,475,336
4870944030_jpg.rf.eaa6727f2bd3e523a12389de10eb5e64.jpg,640,640,placa,129,153,377,384
4937555875_jpg.rf.18b81aac4541b2c572518e4892ed8210.jpg,640,640,placa,117,249,380,449
IMG_20210811_060132_jpg.rf.520529355b8b1c9ed7183cb0990956b0.jpg,640,640,placa,261,289,346,352
IMG_20210811_055209_jpg.rf.4e602da06bfb3070e69aed20af0d5678.jpg,640,640,placa,226,304,448,456
IMG_20210811_055911_jpg.rf.6dc32f02f863dea779166b69d2dc7e17.jpg,640,640,placa,302,336,461,444
IMG_20210811_060001_jpg.rf.fed24b28a72093665973ba40872d7ae6.jpg,640,640,placa,301,295,394,358
5385195199_2921ffd186_o_jpg.rf.8d7164882fe8855ab7fea123a9677edf.jpg,640,640,placa,138,235,389,395
4870966166_jpg.rf.5e35fb4ff6fe14ca41bada3cd46273f7.jpg,640,640,placa,76,103,579,432
5379790666_jpg.rf.ca7a687ec3643269db9490e1fef96d8a.jpg,640,640,placa,78,204,499,444
5082845222_jpg.rf.6ae3a39df5b02af4160476a07365fbee.jpg,640,640,placa,185,230,282,324
60_jpg.rf.9ce5245827a393425abde948f6a8de1f.jpg,640,640,placa,279,334,382,398
IMG_20210811_054925_jpg.rf.a9c82b984f5d5cb467fb0229353cba62.jpg,640,640,placa,302,387,433,479
5063992322_jpg.rf.456ddbe59c970ac2f2dd7446489a4401.jpg,640,640,placa,303,214,413,283
2025-11-05_11-40-35_131410_jpg.rf.d86d30a5c890123b2d3ec1644c28d9bb.jpg,640,640,placa,529,269,559,298
2025-11-05_11-40-35_131410_jpg.rf.d86d30a5c890123b2d3ec1644c28d9bb.jpg,640,640,placa,390,239,407,254
2657144351_jpg.rf.35c3d05eb74c6d54d86bb0c714167bbd.jpg,640,640,placa,120,206,499,480
5470497172_309395597e_o_jpg.rf.f16e4ba775189f621e84ff39d9b26a15.jpg,640,640,placa,195,205,446,358
5379790540_jpg.rf.a9d25597e2cf3851382042ebc56e6439.jpg,640,640,placa,126,166,535,420
5385195199_jpg.rf.a126d43aea6691a248af12acbf80bea5.jpg,640,640,placa,135,233,389,406
5379186463_f5825f2885_o_jpg.rf.0a2c4ffb734eccb86ce39ab06810b09e.jpg,640,640,placa,96,134,529,456
112_jpg.rf.fa1a6a8a3aa282e2309c19cdc650da2a.jpg,640,640,placa,236,293,331,356
IMG_20210811_054623_jpg.rf.ce3873ef7712f0e75d0e39a68dde10d1.jpg,640,640,placa,181,194,324,310
IMG_20210811_055529_jpg.rf.4d105cd7d38b88907e3075ce464f85ce.jpg,640,640,placa,251,253,401,350
5419783664_60c3207cc7_o_jpg.rf.2f861ba0179b42db2a33e512283ea140.jpg,640,640,placa,200,240,387,359
3558136840_84cd19364d_jpg.rf.1f3cc9a81398de533e75ae7a871db435.jpg,640,640,placa,54,182,573,460
4889725234_jpg.rf.789da3f4d3bf11c8c2ca1481155bdde3.jpg,640,640,placa,249,164,382,253
2537026231_233ff4ecfd_jpg.rf.a0e0ab609a012495a2249a06569d297f.jpg,640,640,placa,26,171,545,525
IMG_20210811_060509_jpg.rf.136703614d83167ea91b7ff7e5acb909.jpg,640,640,placa,293,350,436,438
IMG_20210811_055851_jpg.rf.cd131d3fe89523b5837fbbfc146a8f6f.jpg,640,640,placa,227,388,373,481
179_jpg.rf.e7cdfdb779005154f24efa970552bfaf.jpg,640,640,placa,168,296,313,406
179_jpg.rf.e7cdfdb779005154f24efa970552bfaf.jpg,640,640,placa,568,332,640,418
5379789560_jpg.rf.c98e52a3e70d657f5d97a0f1e3c53156.jpg,640,640,placa,42,176,517,477
4938144204_jpg.rf.2b46d1260183986d6ba83705c9cdcd3f.jpg,640,640,placa,126,195,579,478
IMG_20210811_055728_jpg.rf.ab9ed2c97b0f01b0106992a01c4f4094.jpg,640,640,placa,226,213,347,298
2534087965_b7bf087675_n_jpg.rf.9061b696f3db083d51dc515236fd1c93.jpg,640,640,placa,118,170,401,359
2025-10-24_11-57-53_201506_jpg.rf.8cb582bf0afef07fd62c6eaea969ac13.jpg,640,640,placa,242,401,301,452
2025-10-24_11-57-53_201506_jpg.rf.8cb582bf0afef07fd62c6eaea969ac13.jpg,640,640,placa,489,358,510,381
2025-10-24_11-57-53_201506_jpg.rf.8cb582bf0afef07fd62c6eaea969ac13.jpg,640,640,placa,597,358,606,371
2025-10-24_11-57-53_201506_jpg.rf.8cb582bf0afef07fd62c6eaea969ac13.jpg,640,640,placa,553,364,569,381
5379189831_jpg.rf.13ad0694a17c007c98cd6db63d841fa8.jpg,640,640,placa,151,153,575,426
2025-10-24_11-57-27_313960_jpg.rf.4d731e683a1d5c84ee767c6d97ec9890.jpg,640,640,placa,178,387,236,434
2025-10-24_11-57-27_313960_jpg.rf.4d731e683a1d5c84ee767c6d97ec9890.jpg,640,640,placa,398,328,420,349
2025-10-24_11-57-27_313960_jpg.rf.4d731e683a1d5c84ee767c6d97ec9890.jpg,640,640,placa,563,325,572,336
2025-10-24_11-57-27_313960_jpg.rf.4d731e683a1d5c84ee767c6d97ec9890.jpg,640,640,placa,506,324,517,335
2025-10-24_11-57-27_313960_jpg.rf.4d731e683a1d5c84ee767c6d97ec9890.jpg,640,640,placa,460,330,476,346
5379789948_jpg.rf.4e127d91185913c49e745a917245e0d6.jpg,640,640,placa,44,147,586,401
IMG_20210811_055952_jpg.rf.9461eacb91f4c2993416e322ea0ea02e.jpg,640,640,placa,261,280,392,368
2025-11-05_11-42-06_631055_jpg.rf.cf40eac7336b76155222ee8e97b50968.jpg,640,640,placa,200,216,231,249
2025-11-05_11-42-06_631055_jpg.rf.cf40eac7336b76155222ee8e97b50968.jpg,640,640,placa,324,237,344,261
2025-11-05_11-42-06_631055_jpg.rf.cf40eac7336b76155222ee8e97b50968.jpg,640,640,placa,371,236,383,250
2025-11-05_11-42-06_631055_jpg.rf.cf40eac7336b76155222ee8e97b50968.jpg,640,640,placa,508,275,525,296
2025-11-05_11-42-06_631055_jpg.rf.cf40eac7336b76155222ee8e97b50968.jpg,640,640,placa,605,304,615,321
147_jpg.rf.70b54f4ce88b427360874f32a53080ae.jpg,640,640,placa,298,237,422,319
2472418178_8bb7ff4748_o_jpg.rf.c66667fba58ab74afb44c57d614b7f2e.jpg,640,640,placa,36,41,591,480
5379186463_jpg.rf.087dd09ef4a267f2fe36e8b6d22edb37.jpg,640,640,placa,108,159,521,430
1628680636_jpg.rf.0aabf6d52cec46f5aade97e2a4cf8508.jpg,640,640,placa,3,6,639,632
4870964896_jpg.rf.dfe9cd53950f1bb2ef8aff9a42a8cf96.jpg,640,640,placa,77,59,324,221
2025-10-24_11-56-25_623383_jpg.rf.787d77237a05abafcc1174482b3e5ada.jpg,640,640,placa,208,374,259,419
2025-10-24_11-56-25_623383_jpg.rf.787d77237a05abafcc1174482b3e5ada.jpg,640,640,placa,379,384,406,410
2025-10-24_11-56-25_623383_jpg.rf.787d77237a05abafcc1174482b3e5ada.jpg,640,640,placa,540,381,552,395
2025-10-24_11-56-25_623383_jpg.rf.787d77237a05abafcc1174482b3e5ada.jpg,640,640,placa,460,376,475,392
IMG_4400_jpg.rf.349c037e2f5b58909bd3cb45b3e4dc08.jpg,640,640,placa,248,399,353,437
70_jpg.rf.c668fa3f64198e1523298034fcfd8ada.jpg,640,640,placa,274,222,362,280
4889725090_jpg.rf.2b03fd07a0f2b9d01e40e8cf18b92c2c.jpg,640,640,placa,200,256,353,348
2025-11-05_11-40-17_406028_jpg.rf.4489a5ecb67ca4f1d851729860ca82ef.jpg,640,640,placa,565,273,595,310
2025-11-05_11-40-17_406028_jpg.rf.4489a5ecb67ca4f1d851729860ca82ef.jpg,640,640,placa,384,197,400,216
2492383203_0b0b176f65_o_jpg.rf.e6984a964537bde68adbe793df406f15.jpg,640,640,placa,89,111,386,395
IMG_4441_jpg.rf.6fdf5aef42cc088f15cbb63c7471ef52.jpg,640,640,placa,233,415,331,447
3731414968_8c82899689_jpg.rf.c71e474cc906198cb6e6f281a8cdd253.jpg,640,640,placa,141,174,430,360
5355309400_47a85464c9_o_jpg.rf.8a96639ce15ffb7ca2688e746d4c32df.jpg,640,640,placa,148,214,606,504
5470497956_aa84f41cb9_o_jpg.rf.1623163ed59d0df88889947774019c1f.jpg,640,640,placa,95,174,504,485
2656754658_064a9ca213_jpg.rf.e3360bb346a0d2bc335b28e27e639a1e.jpg,640,640,placa,57,137,483,440
4937555149_jpg.rf.c4baeb794451c08778f1de4862e7fc5b.jpg,640,640,placa,60,160,622,503
5194151970_jpg.rf.597ad46cc72b37342d7cd102643e0eb1.jpg,640,640,placa,88,157,478,426
5604921068_366c69d63d_o_jpg.rf.157bfc2c4275c72a3eb64a62d4cafc7a.jpg,640,640,placa,115,80,396,314
IMG_20210811_055144_jpg.rf.5c6d8321ac854bb3ee492ab142d782ce.jpg,640,640,placa,129,302,238,378
80_jpg.rf.af700287ba5361ed9fc3fd17f0008443.jpg,640,640,placa,272,380,384,470
102_jpg.rf.ba5eb21d955f475c7e96f448f2c1440b.jpg,640,640,placa,270,277,409,368
5379189215_jpg.rf.b778d1e42d0a67addbecb49200f7edf5.jpg,640,640,placa,112,67,553,354
IMG_4401_jpg.rf.48596fb356fb15ab5724b7cd67fc6b7c.jpg,640,640,placa,312,373,420,413
128_jpg.rf.077374fb21ba1aa80683e3477a786631.jpg,640,640,placa,287,340,423,427
IMG_20210811_060030_jpg.rf.b8b618dcc1bad25591dfb15fbb33baf5.jpg,640,640,placa,259,300,376,379
2025-10-24_11-56-48_552451_jpg.rf.b048e4f972e847dc90b1c522922f7f08.jpg,640,640,placa,140,250,194,308
2025-10-24_11-56-48_552451_jpg.rf.b048e4f972e847dc90b1c522922f7f08.jpg,640,640,placa,304,281,332,314
2025-10-24_11-56-48_552451_jpg.rf.b048e4f972e847dc90b1c522922f7f08.jpg,640,640,placa,383,289,399,309
2025-10-24_11-56-48_552451_jpg.rf.b048e4f972e847dc90b1c522922f7f08.jpg,640,640,placa,466,316,479,332
5379189455_jpg.rf.40a7ef172276c19cc575076d5d565173.jpg,640,640,placa,87,82,590,398
2559557046_jpg.rf.a6a0575896d8d1b70753ae44c5d36614.jpg,640,640,placa,80,166,482,453
2471539657_ff68f28c32_jpg.rf.19e38ef7e04f892d9d008702df1107a5.jpg,640,640,placa,90,98,516,371
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,108,320,115,328
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,128,318,134,325
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,86,316,93,325
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,46,329,55,338
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,337,333,347,344
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,314,316,322,326
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,0,331,9,343
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,365,332,379,346
2025-11-05_11-40-03_965502_jpg.rf.5db1dda6d72185636f43559743190ec9.jpg,640,640,placa,407,365,429,387
